Timeframe,vg_v_x_point1,vg_v_y_point1,vg_v_z_point1,vg_v_x_point2,vg_v_y_point2,vg_v_z_point2,vg_v_x_point3,vg_v_y_point3,vg_v_z_point3,vg_v_x_point4,vg_v_y_point4,vg_v_z_point4,vg_v_x_point5,vg_v_y_point5,vg_v_z_point5,vg_v_x_point6,vg_v_y_point6,vg_v_z_point6,vg_v_x_point7,vg_v_y_point7,vg_v_z_point7
1458,-365866.1981570908,-342263.50306988414,-128239.3363037759,-260985.81198877457,-301193.1812297016,-167211.3605106447,-57668.0711898282,-91427.21292896922,-37878.409169073886,-354765.1119180647,-352779.5931567501,-50160.416578402976,-353310.49370768707,-333876.3623662535,-131407.71779931604,-353889.1767491493,-338243.82197889837,-114976.14742498471,-366705.15859841794,-342536.0558941337,-129178.02765550249
1459,-365852.97603871673,-339534.9770633609,-128853.68888696395,-256985.8072969111,-299861.03956070484,-169738.6346031917,-59863.02126443603,-92208.37198431653,-36835.28216391743,-354653.0339872463,-350561.90840802394,-49465.09848678083,-353722.19666633324,-330713.551235455,-132181.82363881415,-354214.3094563514,-335359.4901580567,-116534.10770654309,-367314.9998504833,-340497.01618510083,-129191.40936037773
1460,-366090.92621098185,-336690.4297296291,-129495.71030917045,-252978.11169446041,-298577.49998447637,-172589.78290570318,-61714.191959082105,-92779.76418910825,-36244.02231124993,-354442.4548047666,-348288.3908777891,-48937.942072041034,-354001.5726038398,-327574.2723408843,-132972.06716237275,-354577.928277871,-332645.6102550246,-118057.50419950542,-367775.2116819858,-338284.01696067717,-129158.57195364645
1461,-366535.95201625593,-333952.88102272013,-130200.50410118932,-249092.85146557356,-297345.1027182016,-175492.53919286243,-63143.64633843355,-93046.95450113213,-36098.087986440434,-354149.10184344894,-346021.48433341394,-48596.7832352971,-354244.5833395468,-324472.53708453686,-133690.85506459454,-354771.581327561,-330293.0229182035,-119460.38071477688,-368172.9249089186,-336045.1896464724,-129184.51582139608
1462,-367107.98688554275,-331429.7924703407,-130986.59273785033,-245344.98536467826,-295941.8910229284,-178218.42931166108,-64230.56993614031,-93020.23681657219,-36348.81689299559,-353804.2882079385,-343712.5854800355,-48370.296749126814,-354528.1192286507,-321305.8355249104,-134299.0748268854,-354605.3176643487,-328171.0390608661,-120704.38497856824,-368604.1475875251,-333895.6827799644,-129352.52841512063
1463,-367655.34902113496,-329229.79189487774,-131745.0944112789,-241941.56707876088,-294410.79786985053,-180545.02208238764,-64955.151022637016,-92796.05931339654,-36941.325027670406,-353481.92368754925,-341433.6886951927,-48166.56415420166,-354848.1246209565,-318152.9955217789,-134787.71705162583,-354015.9396135664,-326023.1719182162,-121681.56442778395,-369081.7830316428,-331927.1371548623,-129619.69189662175
1464,-367943.54434467613,-327301.68229897495,-132319.59361239907,-238924.52097857752,-292946.4374597323,-182232.50680729956,-65328.47304125813,-92500.37264568823,-37799.49173900977,-353262.879515645,-339233.4494063245,-47909.31354333022,-355092.8755333585,-315164.9007396273,-135252.8734244014,-353049.7422871798,-323686.08249906224,-122430.9193536083,-369516.7549334254,-330198.6249412151,-129910.1944656928
1465,-367843.06911443674,-325395.5909680375,-132710.3335848818,-236244.63367568923,-291657.95011013333,-183195.5899195298,-65430.31956182714,-92220.9190483822,-38911.15329646805,-353204.6258798604,-337039.79649616155,-47512.21863677232,-355153.8941383014,-312338.3147199424,-135856.50860119253,-351796.0183545384,-321105.1850998529,-123281.06291072075,-369827.1447778774,-328634.92777268594,-130237.9216188832
1466,-367451.46070001065,-323417.9218925142,-133048.33384321223,-234056.90094918452,-290723.6912606858,-183371.0005668687,-65251.88991004664,-92006.02186382495,-40254.352104079444,-353348.42263688194,-334862.85650876677,-46911.04577226857,-354984.23557061737,-309725.99349201313,-136613.68321968208,-350446.2519385667,-318459.08489328163,-124512.53473729076,-369981.3368041605,-327163.3229310532,-130616.90473721795
1467,-366948.02113048144,-321352.79740953044,-133516.09234114713,-232484.72491292993,-290247.2904788311,-182747.79844658362,-64895.70189462906,-91925.5717679866,-41820.2523169769,-353696.2492750924,-332703.0506194453,-46042.44277780078,-354547.69511709246,-307239.5474150551,-137543.28343000537,-349004.0406992486,-315682.59244560346,-126172.88345077737,-370079.8835784287,-325728.3927742576,-131148.83479123458
1468,-366439.609032269,-319284.763134225,-134268.56596914175,-231629.46582291354,-290309.8569089052,-181284.48797821227,-64513.991874114356,-91965.33656116955,-43536.00328234832,-354194.884073629,-330566.7154538074,-44862.57337608414,-353842.94011445955,-304829.5471164414,-138713.85195525747,-347477.3397907588,-312575.1800239027,-128218.3720741219,-370134.69833735924,-324426.8881238973,-131961.59249102493
1469,-365930.2439342831,-317311.1814318325,-135361.57151211565,-231512.690061134,-290945.15031786775,-178894.10937375756,-64216.85896809879,-92036.99679497877,-45346.422129684004,-354818.8060399336,-328337.2706880172,-43316.585517006126,-352844.0212423451,-302431.8541476673,-140254.40799834506,-345879.39069982857,-309032.28799065715,-130700.00946115896,-370060.14446525445,-323318.0005023942,-133091.73664199456
1470,-365404.6662623072,-315570.5332595002,-136731.58424725407,-232203.60713064205,-292159.0484230723,-175603.30745301076,-64057.575540098114,-92083.07865598306,-47038.362169940214,-355518.13417664904,-326002.40402444656,-41407.94135662657,-351606.22013409087,-300142.0056016029,-142289.3314107737,-344218.1194252699,-305373.8645837646,-133574.412860711,-369859.76200336165,-322388.22021790897,-134479.25933265346
1471,-364763.5434138508,-314127.5989978678,-138298.3304191591,-233684.0651439663,-293889.16261652025,-171513.88712172885,-64041.60241865087,-92089.86462415292,-48354.33788153417,-356239.72751583095,-323587.62770064006,-39166.076062069216,-350171.7912983686,-298080.395348875,-144876.16490091107,-342340.33379844425,-301967.6815346169,-136832.237413367,-369563.92500005325,-321645.3070236216,-136066.07200085648
1472,-363939.1596561647,-312840.70792716206,-140194.20419051353,-235986.9573564039,-296119.5066322442,-166566.48425434463,-64044.57137311985,-92055.94556904575,-49151.83408780794,-356997.5841844149,-321076.06459313584,-36546.242819469815,-348537.5300774652,-296197.5441440411,-148130.76316226105,-340159.3164166472,-298705.5527421432,-140636.3225826276,-369164.9309202205,-321021.8774504432,-137930.00373064427
1473,-363038.3559919546,-311617.4640280922,-142520.6831016121,-239098.62789620407,-298781.15741720796,-160861.2087939505,-63880.47117636156,-91961.34949709065,-49318.04648150659,-357783.6616687564,-318534.3615185539,-33609.697027028364,-346814.6622554949,-294440.52512857463,-151936.23665311528,-337844.81444657047,-295614.0333401777,-144897.8104473528,-368703.6948503677,-320433.3832963309,-140052.4080523974
1474,-362142.1702954846,-310451.35562356905,-145266.32912740967,-242991.57222937926,-301795.0710828975,-154495.59076239896,-63374.6350112222,-91868.3477496207,-48884.748912091156,-358580.26631024724,-315995.0649524746,-30394.862695867996,-345157.1988038396,-292702.6569347566,-156072.24101676221,-335406.11684716307,-292694.4802937645,-149460.54350471095,-368272.48009606724,-319791.6984459349,-142362.22709834878
1475,-361254.5293727914,-309339.78693512146,-148235.80683933705,-247515.2213110035,-304998.9824849331,-147670.37799882516,-62382.19192061048,-91797.18106257496,-47915.47289034386,-359383.9082320098,-313566.22365052835,-26982.186913437217,-343721.65381526964,-290983.6020727571,-160204.32839947753,-332852.5739142911,-289919.62722161046,-154166.3807218081,-367901.0645803185,-319057.44426491734,-144648.81871877913
1476,-360371.9692441506,-308223.7470922952,-151312.33376957366,-252657.16212126354,-308298.05924581405,-140342.00828340402,-60861.797210725985,-91779.15583250062,-46473.02377931225,-360212.4759173327,-311273.1719891968,-23324.650572021652,-342526.4776281467,-289239.507560535,-164182.62512695207,-330193.66402608645,-287169.08812824346,-159107.30045736016,-367606.8600992939,-318192.3573360389,-146742.5547764495
1477,-359542.8484010236,-307090.7777891898,-154245.80590771345,-258213.5883834969,-311462.4894064097,-132767.2467289026,-58863.80720433532,-91876.21781807896,-44636.153537499034,-361060.9867039602,-309212.1493534277,-19532.700720889272,-341609.31019233674,-287475.07526082307,-167762.30338754258,-327542.0878512276,-284415.65627041884,-164143.867053257,-367436.6035470568,-317223.84381982114,-148389.5809998925
1478,-358807.30786454753,-305927.0243144498,-156806.83629978047,-263969.5347590344,-314303.6111981146,-125202.76763602757,-56474.12767705069,-92093.77318985818,-42497.055094253934,-361923.2659231657,-307412.6486334605,-15729.847006472133,-340998.95314728667,-285742.14522703865,-170795.55935028713,-325017.1183539168,-281659.0091118916,-169085.34686947928,-367387.73377618217,-316213.2736142097,-149444.31925388594
1479,-358234.20935513393,-304702.2245382184,-158917.9499039572,-269950.9705715183,-316788.77716935263,-117601.04450723823,-53728.60135344596,-92459.69137736375,-40091.21432691443,-362809.2619244036,-305849.36529555195,-11894.412474547287,-340721.2797779984,-284078.2425656476,-173302.02304494035,-322625.41520160454,-278864.01088274136,-173905.6617951562,-367514.98084914987,-315168.30608935724,-149840.6844203131
1480,-357908.41636724107,-303483.6627011907,-160458.80605493177,-275976.4849983629,-318820.0451542182,-110188.27708087004,-50742.26630253382,-92961.11087662353,-37549.93009451001,-363675.07498259866,-304536.8895467827,-8150.830282503232,-340839.6838819083,-282631.9070530075,-175192.0566108471,-320464.9805135748,-276122.5877208407,-178463.05612393373,-367872.85866324365,-314171.42686580145,-149548.97405086088
1481,-357846.6425010484,-302334.64722737187,-161384.03726752917,-281943.3224771527,-320386.56036968424,-103053.02970034405,-47531.06377243932,-93537.86823746451,-34988.91597650215,-364504.29476553475,-303395.9045281067,-4571.245180908361,-341400.26849289646,-281499.7033040368,-176391.16387622443,-318598.9743567153,-273514.86124685785,-182691.89151446207,-368495.0504426094,-313265.7605123784,-148547.79196258984
1482,-358060.27005049057,-301326.9086094458,-161661.98358977953,-287669.8975092017,-321510.58292860165,-96312.06652611785,-44127.35637989899,-93954.49437534943,-32505.00501044932,-365271.0940632551,-302371.9296637741,-1251.6267614945145,-342441.78370042547,-280747.09795386414,-176753.8417804208,-317100.1663443861,-271135.32113325817,-186423.738824104,-369399.2210485086,-312474.99226636294,-146805.993516517
1483,-358552.2570836344,-300473.73476373125,-161288.75573308655,-293199.241340745,-322293.59947135014,-89806.05769071155,-40508.216245605916,-94051.28995061602,-30068.75638313972,-365977.3949800762,-301403.22600103455,1839.5364691836076,-343981.4290210082,-280361.2110024984,-176190.1566363557,-315973.4483936177,-268936.0180811925,-189656.92210946104,-370599.9575441815,-311778.7098020511,-144260.0147282455
1484,-359336.0439540908,-299761.6370310644,-160249.41393748677,-298347.65173994785,-322820.2858929223,-83617.5899507931,-36709.67536456994,-93816.87165289285,-27771.457152270363,-366618.95956182864,-300492.8845480171,4612.295111642601,-345999.2994269445,-280286.97970083036,-174665.75591381802,-315275.7294852523,-266971.35070071084,-192222.90151620464,-372104.0100686091,-311166.44724799343,-140936.4226701963
1485,-360435.32438023714,-299176.4081533504,-158554.8496332428,-302954.3008838654,-323208.31005678343,-77810.10589054001,-32727.709212550977,-93264.21939721126,-25684.412478093494,-367202.05732837005,-299658.6169469104,6999.9984763177035,-348477.38953386975,-280462.9842955515,-172216.29643108888,-315050.15690970793,-265279.9273497958,-194000.83219541647,-373900.1831466409,-310651.88318203477,-136949.22224786863
1486,-361895.29502201744,-298687.0126804491,-156168.54045560776,-307057.8055095785,-323584.9631953357,-72230.22947349747,-28460.566122133954,-92380.23996814228,-23798.84299715214,-367735.07254145655,-298879.3165840381,9037.947181550218,-351487.2978218393,-280863.2030575868,-168808.14309108493,-315305.5643710459,-263840.0277417179,-194970.07192667606,-376010.39802020433,-310209.6330023107,-132296.466202642
1487,-363684.2185776911,-298286.6459881641,-153110.47969243748,-310540.7595303524,-324058.1807319247,-66946.38432438804,-24005.079009868874,-91115.72485563878,-22190.178887284354,-368208.6465897149,-298175.70464357105,10680.610232230276,-354957.8258194507,-281506.7202924665,-164507.0051773288,-316028.166308574,-262689.4007112234,-195039.9878843003,-378359.10336957494,-309830.16027175274,-127121.40889754303
1488,-365778.6381666862,-297984.63606923807,-149400.43391058038,-313408.0701199291,-324706.3022845684,-61930.82285823236,-19383.75652307787,-89535.51520622734,-20899.89225826948,-368633.1854279355,-297553.42751153343,11918.416680335344,-358766.2782686404,-282435.60437914706,-159423.97681008244,-317184.08037750074,-261857.71176735774,-194182.86264301912,-380881.0378255372,-309509.9754740856,-121526.16679701957
1489,-368117.06103171257,-297809.4508920226,-145138.05828520213,-315689.6109593039,-325585.29322440684,-57223.24814821813,-14681.103674662496,-87705.99740049642,-19924.088678301592,-369011.74318004306,-297066.7142242765,12720.293189873511,-362747.1447426856,-283661.9721796725,-153803.647780827,-318730.817439039,-261396.17006986038,-192461.35062679893,-383498.5614760372,-309248.78042796353,-115699.96976114676
1490,-370715.37926351815,-297804.0904061676,-140283.2890891669,-317526.2883991367,-326789.2579957823,-52681.90211298567,-10033.461632463313,-85521.81347541546,-19181.056474094756,-369358.7007109977,-296798.82875094307,13077.22377660591,-366870.21607778023,-285166.25359625,-147688.77407121705,-320703.00517596805,-261343.44306412403,-189912.07466202354,-386240.3504452272,-309066.4557483502,-109617.00879615528
1491,-373456.4536067262,-298019.48679209483,-134991.14777434233,-318966.29138053884,-328354.92566705635,-48339.115538584054,-5713.430640948273,-82976.05505765593,-18568.70109192078,-369644.06654097297,-296827.761885064,12965.291604322874,-370898.9243130748,-286858.5200656075,-141313.14775591527,-323001.15243408206,-261791.51111905207,-186661.98534595384,-388969.5264832264,-309018.67902076157,-103508.01104617829
1492,-376259.0893171177,-298469.43501977954,-129398.02169911779,-320081.3444486053,-330273.11479198164,-44136.81146471363,-1816.1653043830192,-80137.28325377728,-18088.845459814736,-369802.33671898727,-297213.5831288409,12383.66871039332,-374713.82736471517,-288646.4804732694,-134840.87073186843,-325532.39075740695,-262780.59681570187,-182824.13814927882,-391575.5726313678,-309127.1471956974,-97545.87136419263
1493,-379026.2771774628,-299132.925560561,-123720.71721533529,-320972.2973397367,-332463.2237149444,-40064.7484667651,1657.0192981129385,-77111.1470762776,-17710.58783007526,-369740.46881480736,-298013.6894937852,11362.251817713586,-378245.79641662526,-290438.8119744073,-128530.95965358728,-328192.7346530993,-264245.2217136195,-178628.70627207353,-393983.43626968365,-309363.94492067763,-91956.04400099994
1494,-381798.33743616176,-299993.9356294228,-117952.5770000368,-321825.8166925324,-334884.1986876808,-35943.21066068721,4821.150421777029,-73957.5055896277,-17423.030852613796,-369370.4745443269,-299274.8675862204,9895.433268941413,-381628.9474447912,-292261.88209111465,-122348.06216683908,-331007.5261084548,-266161.5064824611,-174129.08505684126,-396278.2919243304,-309680.579605298,-86681.66405891237
1495,-384540.2661025174,-301019.284561418,-112310.57578354087,-322789.0124433729,-337345.2858663447,-31799.957590116843,7729.552719953327,-70822.40128882727,-17249.0718863663,-368644.7951671098,-300893.1349673137,8031.629957613027,-384901.3788071027,-294111.3204830166,-116493.28191475284,-333995.55997472635,-268387.57266301115,-169526.9196311646,-398505.58746207133,-310030.25617674424,-81845.71862558147
1496,-387235.8730863821,-302162.953224389,-106997.16926030512,-323899.26169437304,-339576.26876271813,-27710.542912298002,10337.455712380839,-67844.46598483075,-17247.660635099546,-367593.4031087033,-302622.423610527,5865.632080713403,-388081.8906133228,-296022.9817558337,-111123.1125222613,-337166.33310946426,-270760.5296985695,-165012.6338889508,-400701.52585096104,-310379.31572194723,-77538.31689753076
1497,-389983.5263406239,-303423.89373677224,-101969.47423176731,-325085.0808148349,-341411.442206722,-23610.67512313752,12607.486457336814,-64981.997745262626,-17427.49936304454,-366271.19329303014,-304218.0521745091,3400.2361334528628,-391247.5517255266,-298098.1186597999,-106147.62303816777,-340624.5852112495,-273238.31562290655,-160538.68375576034,-402958.0099416438,-310731.8469132363,-73657.74856363286
1498,-392770.38536784146,-304779.40291981713,-97361.80583286597,-326110.1970731939,-342733.3133669633,-19623.771768070306,14408.292937205995,-62365.202070217405,-17820.98160345859,-364817.6496440348,-305423.20753199805,711.9275914056607,-394354.26012936933,-300357.833513304,-101646.12518541241,-344325.67690825585,-275780.12811572076,-156192.1106586143,-405263.2098633224,-311119.6818396997,-70265.43132703114
1499,-395568.52605578816,-306220.7687513031,-93194.65626141816,-326758.0948928091,-343612.82769477693,-15858.431224054622,15874.75821889536,-59975.20376461567,-18398.27365946104,-363374.26843821927,-306120.11109421786,-2141.1745945534453,-397371.20177017135,-302823.7289742449,-97571.52024831908,-348183.9607839573,-278402.32890289894,-151935.15158756293,-407573.37002939056,-311593.81041435915,-67348.67836368676
1500,-398269.81081562396,-307741.5200634555,-89495.85542375542,-326866.34894219483,-344235.3705049318,-12400.084718826225,17190.824462136505,-57636.96311709947,-19099.542845324806,-362054.9391894575,-306339.0156139369,-5063.871301007569,-400227.4249078287,-305483.7787658836,-93863.18585696557,-352030.92354748765,-281136.05628339865,-147739.68496733927,-409701.7007640704,-312211.0192505849,-64879.37539241527
