Timeframe,sc1_vg_B_x,sc1_vg_B_y,sc1_vg_B_z,sc2_vg_B_x,sc2_vg_B_y,sc2_vg_B_z,sc3_vg_B_x,sc3_vg_B_y,sc3_vg_B_z,sc4_vg_B_x,sc4_vg_B_y,sc4_vg_B_z,sc5_vg_B_x,sc5_vg_B_y,sc5_vg_B_z,sc6_vg_B_x,sc6_vg_B_y,sc6_vg_B_z,sc7_vg_B_x,sc7_vg_B_y,sc7_vg_B_z
1354,-5.895329878555794e-09,9.855644831667058e-10,3.8348067999064845e-09,-1.0940961943051162e-08,5.046480469660437e-10,3.667053655363913e-11,4.501482894392586e-09,-6.070106646027876e-10,-1.9531143976294573e-10,9.201809711380727e-09,-1.2259868180256046e-09,-2.641090932216337e-10,-6.913996917810712e-09,1.1226421077687744e-09,3.33193212840898e-09,-4.898215886941669e-09,1.1944362371991973e-09,3.676456613710868e-09,-4.916626675576804e-09,7.646648783852092e-10,3.107295532754256e-09
1355,-5.968275808644693e-09,1.151996222358932e-09,3.327600179561166e-09,-1.1132158387252847e-08,6.26947816121244e-10,-1.2992160958930538e-10,4.516149260864457e-09,-8.269917889581478e-10,-8.392824801115649e-10,9.477247658745686e-09,-1.240652212484256e-09,-4.5951278140831095e-10,-7.152695852775821e-09,1.2224805139482717e-09,2.691196116424398e-09,-4.956135377943882e-09,1.2838707637647923e-09,3.0281716943191494e-09,-4.740651861734262e-09,8.068686951451121e-10,2.473180168218499e-09
1356,-6.049008476293999e-09,1.232270367298146e-09,2.653924444477016e-09,-1.1365993761635244e-08,7.577134904388929e-10,-2.7744085147381643e-10,4.471711891632727e-09,-9.469564921076426e-10,-1.3448869295802713e-09,9.827082409422256e-09,-1.3241266338392775e-09,-6.385761312664206e-10,-7.425716042057984e-09,1.279170257119235e-09,1.9625894890040207e-09,-5.02614671610853e-09,1.2599979047877009e-09,2.2599541787952154e-09,-4.622474793375178e-09,7.794520521369745e-10,1.8175311513758305e-09
1357,-6.1661207071356545e-09,1.2395953865968157e-09,1.9332340386611384e-09,-1.1639020135933916e-08,8.803046469951045e-10,-4.15483678074108e-10,4.286184413752695e-09,-9.733078594168914e-10,-1.7516537576460595e-09,1.0226346711709795e-08,-1.4722950622442747e-09,-7.843068455982865e-10,-7.742456760674451e-09,1.3380751731576807e-09,1.2620652623725971e-09,-5.167638635461421e-09,1.1502062768824153e-09,1.5033974832244594e-09,-4.662774893511951e-09,7.786569416265844e-10,1.2190297570323426e-09
1358,-6.3681953299628315e-09,1.2484529842872835e-09,1.2616512346291978e-09,-1.193923778272061e-08,9.735069344940146e-10,-5.405874700911201e-10,3.907188607083606e-09,-8.168880628010996e-10,-2.0892354627820518e-09,1.0634874997270063e-08,-1.6667950717607842e-09,-9.019419999929788e-10,-8.099489024259984e-09,1.4357070126196321e-09,6.520050642409826e-10,-5.466946938535227e-09,1.064033836094324e-09,8.323466994102441e-10,-4.912086876158803e-09,9.075395637069108e-10,6.949639908528482e-10
1359,-6.672828518091613e-09,1.3067202798366937e-09,6.798074439428425e-10,-1.2247287808935934e-08,1.0263104692532054e-09,-6.578673819837748e-10,3.345011832760936e-09,-5.053582868821924e-10,-2.3576975749759575e-09,1.100108028092754e-08,-1.8657402455572633e-09,-9.870406694545867e-10,-8.45864978318869e-09,1.5546791641901029e-09,1.3807796337415356e-10,-5.940800938384009e-09,1.0595708004630904e-09,2.6259205790069516e-10,-5.3072991482554895e-09,1.113886207254648e-09,2.2941409968439904e-10
1360,-7.050036064710553e-09,1.41464015831875e-09,1.5796681564420896e-10,-1.2561312296440891e-08,1.0353878086759618e-09,-7.773898072952896e-10,2.662720641180921e-09,-1.4654973842918177e-10,-2.5710556452251407e-09,1.1304507904470411e-08,-2.03613193609971e-09,-1.0331111365485706e-09,-8.787603903233831e-09,1.6986197244696134e-09,-2.835268239746742e-10,-6.51267393000923e-09,1.1338886988446101e-09,-2.4089059137418556e-10,-5.729024458284127e-09,1.3124252408508199e-09,-1.6745329476943602e-10
1361,-7.425948131217938e-09,1.5565632157653245e-09,-2.757248451879253e-10,-1.2864055005402065e-08,9.817233700822072e-10,-8.863693875938915e-10,2.0016703664446983e-09,1.8907552104030608e-10,-2.7052112427820935e-09,1.1532569257879945e-08,-2.150096367171618e-09,-1.033769753442683e-09,-9.05048872610732e-09,1.8445804468062126e-09,-5.783152942012248e-10,-7.070973368268746e-09,1.2511573876900342e-09,-6.544436087034752e-10,-6.062300718522056e-09,1.4709165461171545e-09,-4.320241616723123e-10
1362,-7.738092818462664e-09,1.7035725017328877e-09,-5.831102039634552e-10,-1.313581643306162e-08,8.524345708039368e-10,-9.824333158548712e-10,1.5158387612778568e-09,4.3622411822107217e-10,-2.77742048409262e-09,1.169312852332788e-08,-2.2036277082691867e-09,-9.903844857950393e-10,-9.22843518624306e-09,1.9813147447855584e-09,-7.389156981716263e-10,-7.550445039003332e-09,1.3743131433579123e-09,-9.236592693321283e-10,-6.237342302685108e-09,1.5722636123974352e-09,-5.611737072307922e-10
1363,-7.957595070797681e-09,1.8207830350686274e-09,-7.49582636723637e-10,-1.3373103585577204e-08,6.603328941507689e-10,-1.0777391382413937e-09,1.305381949670223e-09,5.697983792147713e-10,-2.8085168098381565e-09,1.179540713626286e-08,-2.210311161697513e-09,-8.95457352511679e-10,-9.353230228863041e-09,2.063801432972047e-09,-7.917983923726019e-10,-7.928563508418041e-09,1.4532001861229113e-09,-1.0308330833351479e-09,-6.230738642343049e-09,1.5618417990628844e-09,-5.748180537724963e-10
