Timeframe,vg_v_x_point1,vg_v_y_point1,vg_v_z_point1,vg_v_x_point2,vg_v_y_point2,vg_v_z_point2,vg_v_x_point3,vg_v_y_point3,vg_v_z_point3,vg_v_x_point4,vg_v_y_point4,vg_v_z_point4,vg_v_x_point5,vg_v_y_point5,vg_v_z_point5,vg_v_x_point6,vg_v_y_point6,vg_v_z_point6,vg_v_x_point7,vg_v_y_point7,vg_v_z_point7
1356,-942020.9414864721,-459436.07457591605,185177.8657219981,-684362.6548177374,120266.9209427501,233753.74010438213,-837013.8574048721,-562610.0759627407,-4151.222062604824,-833294.8167280827,-317975.2007111833,115862.32800023243,-839723.9635261035,-509076.4258830184,136738.1420676385,-983342.7525912266,-479758.0741808324,224922.86415431695,-968251.5633671263,-535821.7064004168,194477.84450720166
1357,-933982.9067101825,-529750.5109715456,180673.42142426805,-691491.8063119069,110562.12950010275,245200.1509473836,-818685.4562532994,-569736.7484507347,-35079.75792387908,-838260.917565799,-302579.4877936025,106625.92365250812,-824766.6806574176,-545518.0193086436,148573.15494863264,-963566.874056156,-556968.4560946642,208248.71719423353,-946792.9945819536,-583556.6076306752,174816.23707860732
1358,-912345.0417470008,-577156.4692268125,178779.70262277225,-692076.5345233185,100292.844817048,253499.3626963112,-792220.7728391911,-556049.464256971,-58262.17622389013,-843746.9870812442,-288990.2233815846,96043.28476307871,-816608.1496919711,-559371.3920936056,169212.93888371272,-929006.7587266915,-600575.708790403,197529.73402645098,-916808.1253210544,-599735.3789487691,173581.16545677028
1359,-889662.8435851394,-593537.5803970519,187035.01146572124,-686140.6520580512,89862.08485473187,258879.9515258909,-770766.1246731471,-522949.92131971545,-66783.93500855233,-849967.8626567653,-273943.8781615526,85700.32105175171,-820714.8408493036,-553616.345057091,199117.79174055625,-895424.3792336632,-611654.1336311453,200405.1159878569,-892889.6279354098,-591357.2993713268,194091.10246817072
1360,-875530.4549604848,-586362.7241362075,208350.30345201705,-674367.2871819016,79900.26224752994,261502.60296657527,-762088.2447909645,-476488.02052732627,-61319.101177886354,-857721.7072521375,-255077.01389406275,76018.07653940603,-840410.5876632959,-534664.355171326,238445.17097670742,-872333.3857693193,-602146.3446329463,218687.7482658985,-886826.1699198278,-568212.1298197594,231425.0498628679
1361,-877367.1055971906,-565067.4753927905,242770.20504074736,-658512.9904239353,73038.12423380418,260501.9720196915,-766474.689765588,-426806.8856404135,-44878.44998301823,-868678.3383668703,-231579.94887059033,67414.73818867996,-879355.8525833227,-511126.059369448,280810.05304759846,-866811.0660313166,-579851.7200786893,254034.58503833265,-900551.343148433,-541384.884764103,276255.75178070785
1362,-899483.8630288211,-538509.3939399512,284854.5347114647,-640799.3815657877,71787.1028163062,255397.4564551014,-776951.4501176013,-382417.398557932,-23679.956920885852,-883448.8820347856,-205878.9001737396,58537.262543305784,-935113.9431319872,-493400.382781059,316359.75323990424,-882367.7784235225,-550505.061107559,301060.20304201974,-926301.0941388299,-519748.39841102366,317271.982917696
1363,-938095.024915766,-514121.10731552774,325482.8039898936,-622085.2056474984,73804.72542135921,246135.85953131985,-786205.262275172,-346487.466116057,-3371.143375517722,-902298.816556356,-178789.39348083644,50063.403804629736,-996239.1719557003,-482579.20045501227,340165.31365487847,-916515.425797809,-523414.1257100141,345002.659384046,-957626.2140807193,-503168.4404158896,347167.8600336303
1364,-981246.3537483177,-497666.71421122376,353662.46717548015,-602808.7062160996,76655.99828445201,233744.22209411408,-794179.5223096574,-321001.0542801762,13573.856961417427,-925870.2857153015,-150150.10431448076,42903.11445910852,-1041053.5728083526,-476751.0811371673,350976.16765563993,-959310.3006560891,-506301.89979181124,371992.693658503,-985016.7357798659,-488322.07707764325,360990.82791153464
1365,-1014143.1186857941,-487979.5025160455,366111.6489912157,-582786.2841559409,78399.93491020883,219539.821794805,-805626.5637807708,-302341.7955784613,26391.883156576194,-953748.8922872461,-122037.5861823787,39225.6289004472,-1058082.4590882044,-472535.2391686143,351681.3097947121,-995368.4593168936,-495088.09779694135,378785.0458395182,-999280.0620336314,-471861.5016947823,360928.0241623579
1366,-1025690.1995517961,-479551.3027337705,366287.21043643105,-562192.4720710767,76973.49637889427,204925.0929262515,-824287.3252873013,-288376.63263332716,34561.53571061401,-983204.4604806426,-96936.92678191836,38647.47024738997,-1051226.7103155367,-465082.74548859266,346683.25202964403,-1012012.3943874368,-482102.0687617015,370020.75131730357,-1001112.6315064186,-448389.0135483089,351603.83925527974
1367,-1019020.9192115758,-465147.7115606064,359394.02019792376,-541104.854500286,72779.51539660936,190204.51004085943,-851076.9019881116,-281806.8553968146,38835.033334268,-1013383.9243699077,-74684.18461270852,39774.68686058078,-1031116.3898333312,-451076.9940893876,342145.52873628424,-1010926.5033836039,-463681.00042762916,355563.28076765395,-995563.6024116181,-413205.2832943663,334017.6460813206
1368,-1003995.223746452,-442281.56624246616,349557.2271741245,-520534.79150562984,65873.30496426095,176566.4524979151,-880266.2068559828,-281876.03865266737,42845.73543713217,-1041701.5446147865,-56678.82870795138,41851.11193383702,-1007112.6348583691,-431626.2761374001,342102.0220243449,-1002793.773881217,-441288.06615590863,345244.37176852074,-987491.9853897459,-370890.1674817839,315114.11897980626
1369,-989033.0966635538,-415527.58886539866,342403.7489711491,-501437.65695971716,56572.682885650334,164564.7943298851,-901492.661362253,-275931.7699094006,52409.200663506905,-1065346.9160650452,-43687.51952953535,45190.438426286826,-984405.7702209465,-409599.564100216,347086.8109947862,-995692.0336382198,-419151.15806125524,345908.5480348879,-983239.2185721203,-334277.79257303337,308289.6567339872
1370,-978182.6134543217,-391026.2795697388,344273.65159215766,-483666.5169226314,44578.97072136114,154054.24658884224,-908971.0171841619,-254529.54610453924,70384.26884532109,-1083977.713260289,-34800.7065295633,49715.783017152666,-963440.5024824115,-385178.01073543506,356424.1688585883,-991004.5696383291,-397300.77502029843,356523.3178244427,-985351.1178076996,-312914.7910270535,320213.3779281927
1371,-971398.6610728926,-370950.6584111452,356695.74636905425,-467625.5269682877,31237.19032254135,144514.36071887187,-906399.8281639364,-219289.3591753326,94727.85520917286,-1096924.3910492074,-28969.058518812933,53455.12347153413,-943886.6244354276,-357186.40160332917,366836.61211014027,-986685.1786493859,-374267.3809031944,369495.0630211226,-988330.2299890484,-303823.14302065934,340204.3653419863
1372,-965923.463213225,-350746.9013914078,371207.70343458134,-453920.8355410296,19785.793514550554,135226.43859164114,-900003.7770300112,-177239.04663094023,122642.73373784579,-1104489.3260380148,-24586.40896691983,55491.3640367702,-926091.4255579032,-326810.73720529955,374128.14626360405,-980223.0293223803,-349669.0735088437,378448.74081187684,-987478.8378408657,-295648.3711963282,352058.5202185251
1373,-959921.3587579352,-328997.725653802,380229.7162400032,-442918.4298479367,11499.48548401321,127533.05499045427,-893136.7241288433,-136803.66735204542,149127.2768607719,-1106942.5425998657,-20031.09014560974,54699.5097857271,-908097.3523559804,-295717.0865826828,377196.0913096926,-970259.7007002649,-324377.21886994166,383386.9197441842,-982880.2290762058,-284460.68093364243,352708.60547296767
1374,-951455.7775540213,-306719.2549279042,383817.7365278109,-434131.41097563464,4595.397275537254,122177.4235003115,-886708.7156448284,-100626.26470235297,166996.0942651838,-1104447.7204409777,-14323.752336044565,51228.19017501062,-887003.303655764,-261886.3935458202,376555.9118835082,-955904.3848849123,-296899.21728488046,384878.3240066114,-976364.2532964954,-273734.1801021915,349913.01702337526
1375,-939086.7759958662,-282763.67812382564,383897.0042093681,-427394.5144476341,-3316.766002127215,119589.12090398607,-877810.1009906637,-67727.76879277459,169327.26512363213,-1096625.2324784272,-7484.9962939090165,45998.526168870536,-863392.874845025,-224176.1069255058,372172.3568286503,-938919.6967055388,-267544.15411099745,382711.4512568372,-968769.4218049485,-261695.1501980098,346336.8912940878
1376,-923343.7488449563,-255354.27115952334,380747.73244141764,-422594.7992746277,-12361.148231750212,119645.82684656187,-860852.5469432053,-34545.164316165086,158968.86190942756,-1084294.3038553647,-675.1360955152359,40708.17903672511,-839824.943427812,-184426.43392852688,363861.35297688213,-921341.6824845216,-238866.69273139053,377398.80252877536,-959493.6451537722,-247500.86971706737,341318.3886017875
1377,-904293.9402006483,-225215.95636285876,374325.7603677048,-419617.63698124426,-21005.260305999545,120826.39187487545,-832886.2971376406,2263.4198531677603,147168.3397790521,-1068400.6815022929,5246.612833565023,36815.570797665365,-818707.851349371,-143945.50894469,351191.27906108624,-904401.2675476364,-210796.3445582076,368662.3924206947,-947103.3196693488,-231458.012823468,335415.71951085544
1378,-883339.4614556321,-194439.78163783072,365334.66349140496,-418084.3515766032,-27787.829165971743,120955.9523290113,-798158.9028833853,38210.63003918636,137637.89253884065,-1049820.359974177,10575.271855372446,34936.14139572028,-802933.516190485,-106417.96625004776,335233.9451197331,-890374.1086393587,-183555.9805562569,357030.2659039668,-930995.1892289508,-213970.6975497307,330545.42472826265
1379,-863057.7502223981,-164242.71990628773,354780.0004619651,-417525.89468839706,-32471.073142215715,118803.1876809479,-760994.1545154845,67814.93812390663,124953.74764905247,-1028545.3027733726,14235.459774858175,35286.05705411739,-793465.8891600138,-73530.51814319377,317957.0099070032,-880319.1624618261,-156778.7675499447,343932.65142056363,-912447.124724801,-195393.11248565506,327941.3155280326
1380,-846204.7251782848,-136180.03334155862,343856.2831533131,-417522.15738165093,-35509.30061907698,114507.27802637835,-724827.750497238,89634.71131198229,108454.68207043468,-1004664.3546458707,14618.616181501771,36362.01384112479,-790102.4564758204,-46438.50003027993,300900.9793247881,-873950.233419565,-130802.66501196788,330851.37592244725,-893990.4160828871,-176912.3769240143,326611.2734239576
