Timeframe,sc1_vg_B_x,sc1_vg_B_y,sc1_vg_B_z,sc2_vg_B_x,sc2_vg_B_y,sc2_vg_B_z,sc3_vg_B_x,sc3_vg_B_y,sc3_vg_B_z,sc4_vg_B_x,sc4_vg_B_y,sc4_vg_B_z,sc5_vg_B_x,sc5_vg_B_y,sc5_vg_B_z,sc6_vg_B_x,sc6_vg_B_y,sc6_vg_B_z,sc7_vg_B_x,sc7_vg_B_y,sc7_vg_B_z
1340,-4.535229156963511e-09,2.7208444123073596e-10,1.4521039041270063e-09,-7.329706055818657e-09,5.398294769892981e-10,2.212291721382219e-09,8.413150099801148e-09,-1.413561300421432e-10,1.0775879593232445e-09,1.143712416905749e-08,-9.731008818952348e-10,-6.638009152803594e-11,-5.3559096470194146e-09,3.4256545157397114e-10,1.8618979450241423e-09,-3.1854689262672153e-09,1.194371615950459e-10,1.4373788739982856e-09,-3.76803606210884e-09,1.9685277949054747e-10,1.418608436915213e-09
1341,-4.513251923072433e-09,2.4524659998856506e-10,1.5986497290948712e-09,-7.374750176037808e-09,4.835124372627237e-10,2.3455538499633253e-09,8.366181874296071e-09,-1.7840058656462864e-10,1.306697485107373e-09,1.1611112915528442e-08,-1.0366396207413857e-09,-3.186256457357816e-11,-5.318892885965235e-09,3.120581662288073e-10,2.009213319046786e-09,-3.1892113960102155e-09,1.0360661158893793e-10,1.5821671658958914e-09,-3.7129886142587876e-09,1.7206558843815986e-10,1.5482060395061218e-09
1342,-4.4825524445554905e-09,2.1179530310239032e-10,1.7452147655875349e-09,-7.432417257336736e-09,4.305767197596595e-10,2.5050496814674676e-09,8.312372795007803e-09,-2.236737960108949e-10,1.562906651440263e-09,1.1800916880428836e-08,-1.1216828085653666e-09,-4.9123847950125525e-12,-5.270502433651936e-09,2.7937249266969334e-10,2.1546917928633064e-09,-3.185263512017175e-09,8.404779114513779e-11,1.729785425415608e-09,-3.650757135454959e-09,1.4004328369949094e-10,1.679206117870712e-09
1343,-4.444078746383296e-09,1.7273294798870258e-10,1.8926420127890543e-09,-7.52075679571324e-09,3.883090191832035e-10,2.687844984254066e-09,8.24892987249878e-09,-2.645704118583523e-10,1.8319730947464647e-09,1.199388752510989e-08,-1.2332493471372802e-09,3.4133946032836737e-12,-5.211211186884388e-09,2.414701700542296e-10,2.30562655630385e-09,-3.1731393004935913e-09,6.174884953282245e-11,1.8840881432587548e-09,-3.5813990050723838e-09,1.0150310554266847e-10,1.8163485212533694e-09
1344,-4.396164582619127e-09,1.2844996944212145e-10,2.048044836109541e-09,-7.658089238162218e-09,3.6521596546831986e-10,2.860749011867758e-09,8.175186635723163e-09,-2.874646063118562e-10,2.0938064691552054e-09,1.217748464886343e-08,-1.368589462739897e-09,-1.0879195320182467e-11,-5.142784724994225e-09,1.95043400810426e-10,2.4750698678478926e-09,-3.149737105872971e-09,3.3262438788378406e-11,2.05755702104448e-09,-3.5015605596069284e-09,5.517482609496122e-11,1.970918068974571e-09
1345,-4.337542175605043e-09,7.759052951055542e-11,2.224682865060623e-09,-7.84712431923814e-09,3.7192029582579133e-10,2.9691273675812876e-09,8.087992773220953e-09,-2.780945029636554e-10,2.325140185986948e-09,1.233497981950664e-08,-1.511538754042674e-09,-4.4950183821647394e-11,-5.065829858403022e-09,1.4618176824824305e-10,2.6793518972547204e-09,-3.109791542236637e-09,9.51079891263889e-13,2.2635552118593688e-09,-3.408457230808591e-09,2.664531200298249e-12,2.157902114614633e-09
1346,-4.259933462992576e-09,2.4692544119708724e-11,2.445403122613823e-09,-8.089347737281461e-09,4.1834031761611077e-10,2.9987443933728987e-09,7.989125460357685e-09,-2.2312661135905372e-10,2.5174784767580167e-09,1.2458669591832311e-08,-1.6366772383454565e-09,-8.557346623869568e-11,-4.974345725883256e-09,1.0333085313609224e-10,2.9366600453454196e-09,-3.043018526515995e-09,-3.2448248413548584e-11,2.5228887624219154e-09,-3.2954335461099867e-09,-5.173693514286604e-11,2.3929288488352507e-09
1347,-4.1600447820661584e-09,-1.9066127028183228e-11,2.721138582561693e-09,-8.384211548131514e-09,4.935551376704275e-10,2.9319186975269024e-09,7.888788878316586e-09,-1.1880845575555848e-10,2.668551677175535e-09,1.254327594197826e-08,-1.7265111329761497e-09,-1.1889819670707915e-10,-4.871675625693088e-09,7.923554819057959e-11,3.244914769335622e-09,-2.9405817141805172e-09,-6.002092269076403e-11,2.8303032507763022e-09,-3.1536534252750847e-09,-9.687251322699304e-11,2.6624748824284617e-09
1348,-4.041399232681839e-09,-4.8266651368377484e-11,3.0425862269616708e-09,-8.715903326184936e-09,5.68194699287555e-10,2.712232310630476e-09,7.798329451776084e-09,2.892395991234579e-11,2.761127779040312e-09,1.2592400448521501e-08,-1.7799867261757359e-09,-1.4581794284040995e-10,-4.761640840202255e-09,7.139550352063275e-11,3.571376585346758e-09,-2.7997721374420413e-09,-7.900169620075992e-11,3.1494499401104868e-09,-2.9818037289839075e-09,-1.2614787495733097e-10,2.925713153980707e-09
1349,-3.8936573186470746e-09,-6.034916823346715e-11,3.3712402470938007e-09,-9.06866468096316e-09,6.301740009901064e-10,2.3019367145720304e-09,7.73950117724529e-09,2.006063698693381e-10,2.7469977046276345e-09,1.2625412970857661e-08,-1.798093551283423e-09,-1.6278878201894042e-10,-4.6332540116614714e-09,9.6678319824614e-11,3.858729566993188e-09,-2.6163585583899104e-09,-7.799661656839112e-11,3.426300082243631e-09,-2.7639681066664104e-09,-1.330879835986254e-10,3.1434470556319757e-09
1350,-3.7142813896445066e-09,-3.7280134424888326e-11,3.636065212461533e-09,-9.4060125008034e-09,6.893141522250601e-10,1.7415530934732294e-09,7.72288636538748e-09,3.6905338957954946e-10,2.5445112498069178e-09,1.26542695515868e-08,-1.7543261800828506e-09,-1.7757887710157086e-10,-4.494344282118717e-09,1.7869614713647324e-10,4.046712932475137e-09,-2.407725656823783e-09,-3.6976916392101654e-11,3.6194046055531976e-09,-2.5085650255145153e-09,-1.0202997449841829e-10,3.280258861647877e-09
1351,-3.5191577878469435e-09,4.702143232601607e-11,3.802888038492703e-09,-9.706950713938762e-09,7.590015386015863e-10,1.1426694610294877e-09,7.737460225986909e-09,4.907495558534921e-10,2.0987402648334426e-09,1.2681941072316735e-08,-1.6454766454413944e-09,-1.9812399012819317e-10,-4.366928541643128e-09,3.340868609744959e-10,4.124199329147384e-09,-2.1940185354805684e-09,4.803032135112735e-11,3.712527169040896e-09,-2.207991750297299e-09,-2.5814445937813825e-11,3.2904680986942945e-09
1352,-3.3212280926749918e-09,1.970885425264221e-10,3.852166159830254e-09,-9.964937660816772e-09,8.452803949320943e-10,6.265056516402987e-10,7.754677698571122e-09,5.118615530991725e-10,1.4532300786641303e-09,1.2712428759283887e-08,-1.490966847173094e-09,-2.454550410063782e-10,-4.257180850803956e-09,5.393611947277699e-10,4.056835455195695e-09,-1.9691098939655193e-09,1.5706666677494964e-10,3.6527497335042664e-09,-1.8164767614003532e-09,6.333603531339054e-11,3.0994020979581966e-09
1353,-3.1059229168834007e-09,3.841832707253893e-10,3.725623126064844e-09,-1.0198073901229192e-08,9.572462086850618e-10,2.329976794104196e-10,7.73578213667512e-09,3.8777501520584617e-10,7.03814396162705e-10,1.2752596117583872e-08,-1.3248443365413358e-09,-3.175589698067089e-10,-4.119758881103558e-09,7.426941157922751e-10,3.773532507185142e-09,-1.715253475832079e-09,2.874357230073578e-10,3.3699293004469773e-09,-1.301451558039761e-09,1.2557442097442582e-10,2.6570245499170154e-09
1354,-2.835810517795367e-09,5.612918635380562e-10,3.359817009731074e-09,-1.0425146786457703e-08,1.097188219285078e-09,-6.191428738774481e-11,7.714056216089401e-09,1.2312399117737063e-10,-1.5364365387356178e-11,1.2804839012233711e-08,-1.2133163190444638e-09,-4.1757937249212717e-10,-3.932608031213095e-09,8.917553926666932e-10,3.249693616266951e-09,-1.4136745493671056e-09,4.339647332083795e-10,2.849577546407749e-09,-6.329539088489426e-10,8.535957666826601e-11,2.0422533268522897e-09
1355,-2.4734418271152934e-09,6.729917938979165e-10,2.782402320740397e-09,-1.0666173927868799e-08,1.251322635527703e-09,-2.883138616986733e-10,7.723742527185042e-09,-1.755836615370241e-10,-5.981011838919212e-10,1.2857167636095119e-08,-1.1733359458475955e-09,-5.348385434589826e-10,-3.6890226137509684e-09,9.252325041467334e-10,2.5789735275586815e-09,-1.0469055474429348e-09,5.021698320384564e-10,2.193195672967365e-09,1.4220556890136514e-10,-1.0025192194659447e-10,1.4279908071100982e-09
1356,-2.002622285584473e-09,6.345283368793689e-10,2.1002976276705195e-09,-1.0936626204656754e-08,1.4188995123086915e-09,-4.61305591499847e-10,7.748502466426867e-09,-4.321703849474268e-10,-1.065174090950859e-09,1.291121109554743e-08,-1.1977328618422144e-09,-6.580917450453032e-10,-3.443144137942145e-09,8.191579180565361e-10,1.8785859383859112e-09,-5.98045259270771e-10,3.7198268215325416e-10,1.5432697813765039e-09,8.853967417234137e-10,-3.886321860319145e-10,9.50539704072982e-10
1357,-1.4940956018546652e-09,4.1958923007693336e-10,1.4766447572689024e-09,-1.1231901812892557e-08,1.5756103180242509e-09,-5.91627874676882e-10,7.753510119169838e-09,-5.953224080458736e-10,-1.46618939382081e-09,1.2972774114309797e-08,-1.2603323574766027e-09,-7.843115002450541e-10,-3.3440556186857164e-09,6.743850286950199e-10,1.2591894900155835e-09,-1.5723676265468677e-10,6.869426521662508e-11,1.0473668431073545e-09,1.352139320583008e-09,-5.793293822373028e-10,6.738939519251595e-10
1358,-1.146137180952513e-09,1.8949327073429353e-10,1.0057206239608003e-09,-1.1542684336495612e-08,1.6871353846967846e-09,-6.918814587618094e-10,7.694217086033579e-09,-6.569557406387597e-10,-1.810622009397836e-09,1.3045708961799614e-08,-1.369727617732823e-09,-9.107788102411892e-10,-3.5339071134105124e-09,6.543588266539633e-10,7.382737706010594e-10,1.2452197149839608e-11,-1.7575420466883801e-10,7.184057330779854e-10,1.4366626347825674e-09,-5.466151303839443e-10,5.424592063525212e-10
1359,-1.1508889902856894e-09,1.2607713125913283e-10,6.653883061128837e-10,-1.1857864141516115e-08,1.7305326312278383e-09,-7.723473337844212e-10,7.540834697074982e-09,-5.534973091521531e-10,-2.107809028212617e-09,1.3123686594961039e-08,-1.524528991923605e-09,-1.0257275937219308e-09,-4.0025456303530065e-09,7.759553446198275e-10,2.731321674646978e-10,-2.8145385970282247e-10,-1.9226065180945014e-10,4.725137415971538e-10,1.1554360245236249e-09,-2.973132853061632e-10,4.237019844273437e-10
1360,-1.533863390067296e-09,2.689059597517729e-10,3.573347554795464e-10,-1.216139727755134e-08,1.6642775625410524e-09,-8.462526269740681e-10,7.263037967421392e-09,-2.820947671032975e-10,-2.3709260244854045e-09,1.3202021183491432e-08,-1.701309307030083e-09,-1.119611948988332e-09,-4.631448010039082e-09,9.600376835365014e-10,-1.613603032367827e-10,-1.0338108388746094e-09,3.95081189230482e-12,2.131526700437487e-10,5.72551378540057e-10,7.77438833744782e-11,2.7463723694928387e-10
1361,-2.1871629013286798e-09,5.265406355034557e-10,5.660500464150941e-11,-1.2434017479975601e-08,1.4724931972932958e-09,-9.256512972200681e-10,6.892514903774608e-09,7.380142198756967e-11,-2.6224519197653976e-09,1.3274139927606185e-08,-1.8600282730659207e-09,-1.178773216120127e-09,-5.265119703648442e-09,1.1339311047488763e-09,-5.158628124431278e-10,-2.0628429006858795e-09,2.5830007234027917e-10,-1.2885016033271268e-10,-9.654502356581245e-11,3.672326367154137e-10,1.0715128455096128e-10
1362,-2.9129439438927002e-09,7.52636093722291e-10,-2.3907744774077296e-10,-1.2650161328864796e-08,1.1710759966791112e-09,-1.0087507864166479e-09,6.520554821455238e-09,4.112604609411289e-10,-2.8454938832027426e-09,1.3343869064948554e-08,-1.9671585455379582e-09,-1.1959010382895655e-09,-5.774122510824583e-09,1.2666594740734073e-09,-7.449422917884685e-10,-3.099842938213429e-09,4.3937343729148924e-10,-4.852877997294912e-10,-6.126703941651104e-10,4.987506679504784e-10,-6.895052253575062e-11
1363,-3.5399614895932625e-09,8.861533526221786e-10,-4.744581735669543e-10,-1.2793742855883263e-08,8.341149192928317e-10,-1.1129912446575298e-09,6.250356187701506e-09,6.818466839349991e-10,-3.0225723129854073e-09,1.3415159845458127e-08,-2.019354200476238e-09,-1.1656195734413432e-09,-6.101722955265573e-09,1.3066639468907126e-09,-8.261405778979737e-10,-3.99447528659585e-09,5.245232911823786e-10,-7.437077513879719e-10,-8.675557653546181e-10,4.793105850880727e-10,-2.0368614890306745e-10
1364,-3.942296315721275e-09,8.98823054052768e-10,-5.907561370514926e-10,-1.2880562356523652e-08,5.110842133888238e-10,-1.214413181378048e-09,6.1183681990642855e-09,8.756844958131205e-10,-3.1519728537394216e-09,1.348555394661264e-08,-2.023436789077791e-09,-1.0842037316094843e-09,-6.223010368723873e-09,1.160718812980483e-09,-7.950378977936241e-10,-4.60644902523704e-09,4.310435063032477e-10,-8.464744573216361e-10,-8.17521210215121e-10,2.3774354949553056e-10,-2.7945100274420406e-10
1365,-4.0815277101146146e-09,6.998947842003708e-10,-6.038137894912278e-10,-1.290354828365477e-08,2.212164808321125e-10,-1.3048480369037818e-09,6.1242199883035724e-09,1.0026780711982685e-09,-3.2183168995146823e-09,1.3542979865400173e-08,-1.9940552702289974e-09,-9.665384312950762e-10,-6.169794707454411e-09,7.310975346885257e-10,-7.257421067414353e-10,-4.891379965939338e-09,4.366704836138759e-11,-8.254443152151218e-10,-5.42079081069796e-10,-2.643600962234439e-10,-3.393668178605138e-10
1366,-3.997900351406898e-09,2.1873156418628862e-10,-5.733224945310979e-10,-1.2873945395424617e-08,-2.7540454769275572e-11,-1.372088400700498e-09,6.237719230101185e-09,1.085735806543514e-09,-3.2279548964354195e-09,1.3575434987045669e-08,-1.942756495722593e-09,-8.25038963392746e-10,-6.028595175120138e-09,4.959790721378522e-11,-6.751099692954155e-10,-4.903132296336634e-09,-6.220730124399374e-10,-7.548671018687722e-10,-2.1034566287711758e-10,-9.321495590846906e-10,-4.1872205686943427e-10
1367,-3.7973619032827825e-09,-4.938855716729786e-10,-5.484896861314413e-10,-1.2806442644526199e-08,-2.514111737127542e-10,-1.4262287668539414e-09,6.424630150936793e-09,1.154035554760365e-09,-3.203337564722712e-09,1.3587778625989361e-08,-1.8807686268526938e-09,-6.6764665478082e-10,-5.897107493560972e-09,-7.680682623036605e-10,-6.810026752568905e-10,-4.72949382228443e-09,-1.4315788243790446e-09,-7.053371548322685e-10,2.8390466270561837e-11,-1.62271536702406e-09,-5.392841508541582e-10
1368,-3.621578724464576e-09,-1.2838615873798343e-09,-5.769181982520311e-10,-1.2713375716373324e-08,-4.425969220979409e-10,-1.4620464418932198e-09,6.658782982307636e-09,1.2224406278496434e-09,-3.155119724861865e-09,1.3577324170132163e-08,-1.8146941332701453e-09,-5.183015056302093e-10,-5.855737092503623e-09,-1.5557599763760021e-09,-7.806189034301892e-10,-4.4921476704040275e-09,-2.1861156721388647e-09,-7.577616885811776e-10,7.124330140274496e-11,-2.2159980010543306e-09,-7.140311797334078e-10
1369,-3.572642010913102e-09,-2.0004489086692595e-09,-6.992837633351252e-10,-1.2595520261865126e-08,-6.137829208540224e-10,-1.4863500287644162e-09,6.908922734677308e-09,1.291575701133843e-09,-3.0881279759685085e-09,1.3542739783642947e-08,-1.7488912857969802e-09,-3.937909256244965e-10,-5.910140028864915e-09,-2.1641363822006383e-09,-9.468975969340155e-10,-4.2992651845108796e-09,-2.731486127886005e-09,-9.097060945492485e-10,-1.055636904229271e-10,-2.6342023845835684e-09,-9.135041106033394e-10
1370,-3.6743968880779876e-09,-2.540211556828416e-09,-8.855575873786428e-10,-1.2460646283731451e-08,-7.637795415712178e-10,-1.4913592644255456e-09,7.164736776661491e-09,1.35965754588861e-09,-3.0069099761634873e-09,1.3490262004536918e-08,-1.6794115728315599e-09,-2.8857141081252157e-10,-6.0283739354274685e-09,-2.5466837048062685e-09,-1.0878350338601116e-09,-4.199014286694414e-09,-3.0219975908708883e-09,-1.0916522975892828e-09,-4.5054963229245e-10,-2.8617378557475717e-09,-1.0638413618366497e-09
1371,-3.879975418985968e-09,-2.8386248931915547e-09,-1.0413433164614623e-09,-1.232394347048865e-08,-8.914033491380089e-10,-1.4713989593422566e-09,7.416635854209875e-09,1.425814471149637e-09,-2.925196899111696e-09,1.3430907978758313e-08,-1.6087401919643424e-09,-1.9776038797406258e-10,-6.171003228038852e-09,-2.7241230503193046e-09,-1.1378801381093677e-09,-4.183427543587736e-09,-3.1097514502208535e-09,-1.2105913065968012e-09,-8.573212468579034e-10,-2.9444698479728804e-09,-1.1074440833166394e-09
1372,-4.1272013356977825e-09,-2.9492408575924294e-09,-1.102834172022807e-09,-1.219737376907104e-08,-9.95260132635323e-10,-1.4159330080040472e-09,7.656997772253735e-09,1.4963474630286213e-09,-2.85317952359775e-09,1.3370333502931103e-08,-1.5364240598199363e-09,-1.2443892551297578e-10,-6.322127268978998e-09,-2.771897566247213e-09,-1.1100013968507771e-09,-4.222983342586437e-09,-3.0737039352758144e-09,-1.2312493658652454e-09,-1.264109938417878e-09,-2.9461190470544006e-09,-1.0551172657370726e-09
1373,-4.37637050061594e-09,-2.948376654546297e-09,-1.067693028211277e-09,-1.2088002876600187e-08,-1.0682064769045876e-09,-1.3320831290860331e-09,7.882033345583189e-09,1.5830711746922284e-09,-2.800287523703902e-09,1.3308043565263705e-08,-1.4775262216800602e-09,-6.96244429371441e-11,-6.471036152448739e-09,-2.753273161986694e-09,-1.0461322899617061e-09,-4.301288779157724e-09,-2.952147327025276e-09,-1.185769991648642e-09,-1.646038261397907e-09,-2.908868597383058e-09,-9.454913431628514e-10
1374,-4.621962613918067e-09,-2.8998395087092925e-09,-9.771026492518295e-10,-1.1986168367669751e-08,-1.0983620885250186e-09,-1.2315536156204632e-09,8.09765407247163e-09,1.7091400206684188e-09,-2.7734519853145725e-09,1.3235590736121644e-08,-1.4437003151138634e-09,-3.2918688554394147e-11,-6.618960476832693e-09,-2.6944395464639107e-09,-9.602101487152696e-10,-4.381272532606293e-09,-2.7969044727833862e-09,-1.1030905993102097e-09,-2.007693569959293e-09,-2.863044558876438e-09,-8.14771710958393e-10
1375,-4.849149080450692e-09,-2.8282596400801877e-09,-8.647271902382406e-10,-1.1903995268601209e-08,-1.0705064756881861e-09,-1.1262984774242073e-09,8.293648813021653e-09,1.881096503366586e-09,-2.7933342413572964e-09,1.3151765305369094e-08,-1.442208970867081e-09,-2.1167976096754745e-11,-6.747641036281455e-09,-2.618247479016415e-09,-8.601239680459476e-10,-4.449884540301038e-09,-2.621702547586453e-09,-9.956961921833273e-10,-2.338551276679426e-09,-2.795595488576907e-09,-6.871928667982391e-10
1376,-5.0460816198668034e-09,-2.734938014329398e-09,-7.45717708711627e-10,-1.18439884492773e-08,-1.0113394325455496e-09,-1.0302809540727767e-09,8.469344016991546e-09,2.070109119833126e-09,-2.82208342487319e-09,1.3059026231785937e-08,-1.4689422187203872e-09,-3.412461754093264e-11,-6.847301803393316e-09,-2.5291472180022225e-09,-7.564785020321133e-10,-4.49850953855471e-09,-2.4365478769663464e-09,-8.856425536055997e-10,-2.625814656008669e-09,-2.715303219320821e-09,-5.705262737197177e-10
1377,-5.20442798137317e-09,-2.625725891275654e-09,-6.321119471539821e-10,-1.1810949068557615e-08,-9.34715539610042e-10,-9.32273111844585e-10,8.633314553725634e-09,2.2390044176570846e-09,-2.8152772842460497e-09,1.2963217014191901e-08,-1.5138580731464419e-09,-6.767073306376558e-11,-6.9120161616081435e-09,-2.424696838311595e-09,-6.584462520655076e-10,-4.52382118426447e-09,-2.2567054049474313e-09,-7.843947211462692e-10,-2.874858314655284e-09,-2.627145988774837e-09,-4.70621488865468e-10
1378,-5.319739149067509e-09,-2.5107896543780553e-09,-5.328054837983544e-10,-1.1805153092175235e-08,-8.521065137070556e-10,-8.305943294875522e-10,8.785244638932079e-09,2.3522240700815126e-09,-2.766244758414471e-09,1.2875262658705086e-08,-1.561165948059741e-09,-1.1258512880229897e-10,-6.935735525967678e-09,-2.306411428392949e-09,-5.752819183150961e-10,-4.516859047371322e-09,-2.0955250345682337e-09,-7.069849921672482e-10,-3.081114688623234e-09,-2.5428199499145288e-09,-3.936594649865296e-10
1379,-5.393519138329786e-09,-2.3968896961192303e-09,-4.573530816534242e-10,-1.1813996961271564e-08,-7.788222990585285e-10,-7.143802068419881e-10,8.920531523304683e-09,2.398932068435438e-09,-2.6869806154191946e-09,1.2796367849419721e-08,-1.5941124099348212e-09,-1.6069917725447258e-10,-6.922497594039796e-09,-2.174628622600554e-09,-5.110974818240487e-10,-4.466657698526469e-09,-1.9440521658975027e-09,-6.583773478349768e-10,-3.2460930265460684e-09,-2.458519703595702e-09,-3.46099456718601e-10
1380,-5.423430405034845e-09,-2.279905999782173e-09,-4.072365153359372e-10,-1.1832813145609342e-08,-7.210015007674462e-10,-5.758113818987578e-10,9.039697001671619e-09,2.394572096643346e-09,-2.593910302491135e-09,1.2734197494124874e-08,-1.5998164618509228e-09,-2.0234051370619126e-10,-6.869607122124324e-09,-2.0189578149844094e-09,-4.6115370387655055e-10,-4.367329685777031e-09,-1.7882521040336939e-09,-6.42366005824453e-10,-3.356916980989814e-09,-2.3643520198383428e-09,-3.2210766505186627e-10
